,Adm1code,adm1_fr,adm1_ht,adm2code,adm2_en,adm2_fr,adm3code,adm3_en,adm3_fr,Institution name,Catégorie,Institution_Type,Institution_Code,LatDD,LongDD
397,,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-05,5e Section Bastien,5e Section Bastien,Centre de Santé ACDEF Mapou,CSL,Privé à but non lucratif,,18.525922,-72.335068
398,,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-05,5e Section Bastien,5e Section Bastien,Centre de Santé SOFA,CSL,Privé à but lucratif,,18.525922,-72.335068
399,,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-05,5e Section Bastien,5e Section Bastien,Centre de santé de Trou Sable,CSL,Privé à but lucratif,,18.525922,-72.335068
400,,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-05,5e Section Bastien,5e Section Bastien,CS Bas Fond Philomène Delmas 32,CAL,Privé à but lucratif,112102,,
401,,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-05,5e Section Bastien,5e Section Bastien,Citymed de Delmas,Hôpital,Privé à but lucratif,112105,18.570417,-72.291467
402,,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-05,5e Section Bastien,5e Section Bastien,CS commun. Chrétienne Fleuriot T.,CSL,Privé à but non lucratif,112107,,
403,,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-05,5e Section Bastien,5e Section Bastien,Hôpital Grace Children,Hôpital,Mixte,112108,18.559745,-72.301831
404,,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,Hôpital Isaïe Jeanty,HU,Public,112117,,
405,,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,Hôpital de l’OFATMA,Hôpital,Public,112123,18.566944,-72.325277
406,,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,CS de Petite Place Cazeau,CSL,Public,112124,18.571,-72.279
407,,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,Centre de santé St Paul,CSL,Privé à but non lucratif,112127,18.543554,-72.305607
408,,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,Bernard Mews,Hôpital,Privé à but lucratif,112128,18.55018,-72.310213
409,,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,CS Fontaine,CAL,Privé à but non lucratif,112131,18.570417,-72.291467
410,,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,Centre de santé St Martin 1,CSL,Public,112125,,
411,,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,Clinique Commun. Barthelmy,CSL,Privé à but lucratif,112138,,
412,,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,Maison la Santé Delmas,CSL,Privé à but non lucratif,112150,,
413,,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,Centre Médico-Social de la Saline,CSL,Mixte,112104,18.549677,-72.295541
414,,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,Clinique Santé pour Tous,CSL,Privé à but lucratif,112151,,
415,,Artibonite,Latibonit,HT0532,Verrettes,Verrettes,HT0532-06,6e Section Terre Natte,6e Section Terre Natte,Peace’s Hospital,CSL,Privé à but non lucratif,112144,,
416,,Artibonite,Latibonit,HT0533,La Chapelle,La Chapelle,HT0533-01,1re Section Martineau,1re Section Martineau,Clinique St Jude,CSL,Privé à but lucratif,112152,,
417,,Artibonite,Latibonit,HT0533,La Chapelle,La Chapelle,HT0533-02,2e Section Bossous,2e Section Bossous,Rapha clinique médicale,CSL,Privé à but non lucratif,112153,,
418,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,MSF Hollande,Hôpital,Privé à but non lucratif,112154,,
419,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Hôpital de Delmas 33,HU,Public,112106,18.553268,-72.321966
420,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Hôpital Espoir,Hôpital,Privé à but lucratif,112109,18.541257,-72.278946
421,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Hôpital Jude Anne (DASH),Hôpital,Privé à but non lucratif,112112,18.570417,-72.291467
422,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,CPFO,CSL,Privé à but non lucratif,112114,18.570417,-72.291467
423,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,FONDEFH,CAL,Privé à but non lucratif,112116,18.570417,-72.291467
424,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Haiti Med (Siclair),CSL,Privé à but non lucratif,112118,,
425,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Centre de Sante Dieu qui donne,CAL,Privé à but lucratif,112139,18.570417,-72.291467
426,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Hôpital Medicare,Hôpital,Privé à but non lucratif,112143,,
427,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Food for the Poor,CSL,Privé à but non lucratif,112146,18.541523,-72.397757
428,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,FOSREF,CSL,Privé à but non lucratif,112147,18.544118,-72.31605
429,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,FOSREF,CSL,Privé à but non lucratif,112147,18.554722,-72.311188
430,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Hôpital DASH Delmas 48,Hôpital,Privé à but non lucratif,112111,18.53852,-72.29539
431,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,FOSREF Christ Roi,CSL,Privé à but lucratif,112155,18.544118,-72.31605
432,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Hôpital Missionnaires de la Charité,CAL,Privé à but lucratif,112156,,
433,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Centre de santé Armée du Salut,CSL,Privé à but lucratif,112101,18.570417,-72.291467
434,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Centre de Santé de l’Harmonie,CSL,Privé à but lucratif,112157,,
435,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,CS Delmas 30,CSL,Privé à but lucratif,112103,18.570417,-72.291467
436,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Centre de santé Solidarité,CSL,Privé à but lucratif,112110,18.570417,-72.291467
437,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Centre de Santé Saint-Jean,CSL,Public,112122,18.570417,-72.291467
438,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Centre de Santé Saint-Martin II,CSL,Public,112126,18.570417,-72.291467
439,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-01,1re Section Villars,1re Section Villars,Centre Médico Social de Delmas,CSL,Privé à but lucratif,112145,18.549677,-72.295541
440,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Hôpital St François de Cazeau,HCR,Privé à but lucratif,112149,18.55603,-72.28174
441,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre de santé Croix des Missions,CSL,Public,112158,18.570417,-72.291467
442,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre de santé Maïs Gâté,CSL,Privé à but lucratif,112159,18.573096,-72.297123
443,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Clinique Pré et Post natale,CSL,Privé à but lucratif,1131136,,
444,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre Médico-Social Rivière Froide,CSL,Mixte,1131004,18.518356,-72.412601
445,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,CS Béthel Mahotière 81,CSL,Privé à but non lucratif,1131005,18.466024,-72.411097
446,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Disp. la Main Tendue de Bertin,CSL,Mixte,1131108,18.528645,-72.412162
447,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Dispensaire ASCOSADEC,CSL,Mixte,1131015,18.466024,-72.411097
448,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,CS OMES,CSL,Mixte,1131017,18.466024,-72.411097
449,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,CS Mère Térésa,CAL,Privé à but lucratif,1131018,18.466024,-72.411097
450,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,CS communauté Frères Unis (NF),CAL,Mixte,1131020,,
451,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,ASAD,CAL,Privé à but lucratif,1131031,18.466024,-72.411097
452,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Grace Medical Center,CSL,Mixte,1131132,,
453,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Clinique Mennomite,CSL,Privé à but lucratif,1131027,18.466024,-72.411097
454,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre de Santé Tikajou,CSL,Public,1131037,,
455,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre de Santé de Malanga,CSL,Privé à but lucratif,1132138,,
456,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre de santé Laval,Dispensaire,Public,1132239,18.443451,-72.410375
457,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre Hospitalier de Carrefour,Hôpital,Privé à but lucratif,1131040,,
458,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre de santé Shekinah,CSL,Public,1131041,18.466024,-72.411097
459,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre de santé Midha,CSL,Privé à but lucratif,1131142,,
460,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre de Santé Médical de Thor,CSL,Privé à but lucratif,1131043,,
461,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-02,2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,Centre de santé Procy Chauffard,CSL,Privé à but lucratif,1131644,,
462,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Centre de santé Bethesda,CSL,Privé à but non lucratif,1131045,18.530665,-72.411279
463,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Centre de santé de Chauffard,Dispensaire,Privé à but non lucratif,1131046,,
464,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Centre FOSREF,CSL,Privé à but non lucratif,1131747,18.532115,-72.388735
465,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Hôp Alive Clinic,CSL,Privé à but non lucratif,1131148,18.466024,-72.411097
466,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Centre de santé Moula,CSL,Privé à but non lucratif,1131149,,
467,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Centre médical de Paloma,CAL,Privé à but lucratif,1131150,,
468,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,CS FONDEFH Bizoton 61,CAL,Privé à but lucratif,1131001,,
469,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Hôpital de Carrefour,HCR,Public,1131003,18.538261,-72.407454
470,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Hôpital Adventiste d’Haïti (HAH),HU,Privé à but lucratif,1131006,18.531269,-72.386987
471,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,CSL OBCG,CSL,Privé à but lucratif,1131009,18.53781,-72.409411
472,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Dispensaire de Taillefer,Dispensaire,Public,1131611,18.483334,-72.408612
473,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,CS Béthel (Christophe Channel),CSL,Privé à but non lucratif,1131113,,
474,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,CS Multi fonctionnel Sous-Rail,CSL,Mixte,1131014,18.466024,-72.411097
475,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Dispensaire Marie Louise de Jésus,Dispensaire,Privé à but non lucratif,1131121,18.540028,-72.420388
476,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Centre Médical de Bertin,CSL,Privé à but lucratif,1131126,,
477,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,CS Haiti Saint Rock Foundation,CSL,Privé à but lucratif,1131534,18.466024,-72.411097
478,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Centre de Santé Hands of Love,CSL,Privé à but non lucratif,113919,18.531622,-72.375261
479,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Centre de santé Berekia,CSL,Privé à but lucratif,1131030,,
480,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,CS Communautaire A.J.RAS,CSL,Privé à but non lucratif,,,
481,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Centre Cookson Hills,CSL,Privé à but lucratif,,18.466024,-72.411097
482,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,Rosaline Clinique,CSL,Privé à but lucratif,,,
483,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-03,3e Section Oge,3e Section Oge,CSL La Barque de Pierre (NF),CSL,Privé à but lucratif,1131007,18.466024,-72.411097
484,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,SHEKINAH,CAL,Privé à but lucratif,,18.466024,-72.411097
485,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,Centre Hospitalier d’Arcachon 32,CSL,Public,,,
486,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,CS Commun. Doctors on Mission,CAL,Privé à but lucratif,,,
487,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,Centre Hosp. Dr Raoul Pierre Louis,HCR,Public,,,
488,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,Centre de Santé de Kenscoff,CSL,Public,115301,18.404312,-72.289664
489,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,Disp. de Robin (Mission Baptiste),Dispensaire,Mixte,115505,18.404312,-72.289664
490,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,Dispensaire Godey (Afè Nèg Konbit),Dispensaire,Public,115309,18.404312,-72.289664
491,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,Disp. Aux Cadets (Afè Nèg Konbit),Dispensaire,Privé à but lucratif,,18.404312,-72.289664
492,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,Disp. de Bolosse (Mission Baptiste),Dispensaire,Privé à but lucratif,115202,18.404312,-72.289664
493,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,Hôpital de Fermathe (Mission Baptiste),Hôpital,Mixte,115303,18.467037,-72.293916
494,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,Disp. ND Perpétuel Secours (Furcy),Dispensaire,Privé à but non lucratif,115307,18.404312,-72.289664
495,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,Disp. de Greffin (Mission Baptiste),Dispensaire,Privé à but lucratif,,18.404312,-72.289664
496,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,Dispensaire d’Athis,Dispensaire,Public,,18.404312,-72.289664
497,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,Disp. de Bongars (Mission Baptiste),Hôpital,Privé à but lucratif,115206,18.404312,-72.289664
498,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,Disp. Dumisseau (Afè Nèg Konbit),Dispensaire,Privé à but lucratif,,18.424694,-72.23864
499,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,Centre de Santé de Christianville,CSL,Privé à but lucratif,1162402,18.524036,-72.553549
500,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,Centre de Santé FOSADEC,CAL,Privé à but lucratif,116103,18.540878,-72.496915
501,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,Centre de santé de Gressier,CAL,Public,1162307,18.541653,-72.528957
502,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,Dispensaire de Jasmin,Dispensaire,Privé à but non lucratif,1162316,,
503,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,Dispensaire Solo Christus,CSL,Privé à but non lucratif,1162417,,
504,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,Dispensaire Bon Berger,Dispensaire,Privé à but lucratif,1162301,18.508452,-72.50948
505,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-04,4e Section Poste Pierrot,4e Section Poste Pierrot,Centre de santé Haute Sanite (NF),CSL,Privé à but lucratif,116110,,
506,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,Haiti Health Ministries,CSL,Privé à but non lucratif,1162414,,
507,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,Dispensaire Zèv Atizan Lapè,CSL,Mixte,,18.508452,-72.50948
508,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,Dispensaire Morne à Bateau,Dispensaire,Privé à but lucratif,,18.546771,-72.512367
509,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,Hôpital Alive clinic,Dispensaire,Privé à but lucratif,,,
510,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,ASDEV,CSL,Privé à but lucratif,,,
511,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,Centre de santé Bon Secours,CAL,Privé à but lucratif,,,
512,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,Dispensaire CS L’Union (NF),CSL,Privé à but lucratif,1162412,,
513,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,Hôpital St Charles,HCR,Privé à but lucratif,,18.5385,-72.4097
514,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,Dispensaire MOCMOCHAM,Dispensaire,Privé à but lucratif,,,
515,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,Nos Petits Frères et Soeurs,Hôpital,Public,118441,18.5707,-72.2535
516,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,Haïti Med,CAL,Privé à but lucratif,118342,18.580379,-72.267398
517,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,Hôpital St Luc,Hôpital,Privé à but non lucratif,118443,18.571207,-72.251259
518,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,Hôpital DASH Tabarre,Hôpital,Privé à but non lucratif,118444,,
519,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,Centre de santé de Lyro,CSL,Privé à but lucratif,118445,,
520,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,MSF Belgique,Hôpital,Privé à but non lucratif,118446,,
521,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,Family Mémorial Médical center,CSL,Privé à but lucratif,118347,,
522,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,Centre de santé of Live,CAL,Privé à but lucratif,118349,,
523,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,Centre de santé Croix des Missions,CSL,Public,118319,18.595519,-72.285888
524,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,GHESKIO/ IMIS,Hôpital,Privé à but non lucratif,118440,,
525,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,King’s hospital,Hôpital,Privé à but non lucratif,118348,18.5627,-72.2734
526,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,Dispensaire de Beauséjour,Dispensaire,Mixte,121601,18.439416,-72.588364
527,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-05,5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,Centre de santé Darbonne,CAL,Privé à but non lucratif,121302,18.49283,-72.590039
528,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-06,6e Section la Croix ou Grand Cahos,6e Section la Croix ou Grand Cahos,CS Farnèse Louis Charles,CSL,Privé à but lucratif,1211503,,
529,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-06,6e Section la Croix ou Grand Cahos,6e Section la Croix ou Grand Cahos,Hôpital Cardinal Léger,HCR,Privé à but lucratif,121204,18.513183,-72.609578
530,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-06,6e Section la Croix ou Grand Cahos,6e Section la Croix ou Grand Cahos,Asile de Sigueneau,HU,Public,121207,18.439416,-72.588364
531,,Artibonite,Latibonit,HT0541,Dessalines,Dessalines,HT0541-06,6e Section la Croix ou Grand Cahos,6e Section la Croix ou Grand Cahos,Hôpital Sainte-Croix,HCR,Public,121108,18.506972,-72.631325
